time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
1.4400000000000008,-0.0908236563081,-0.505921518726,0.0,0.219381676092,3.39293768692,0.0,-0.827246148411,-1.20783372471,-15.3500428723,16.9353507972,21.3661505727,0.0,209.971231605,704.747998085,171.375619904,599.584423371,23,-72.0
1.5000000000000009,-0.256019353245,-0.418444026112,0.0,3.14626942168,2.97833124424,0.0,-0.441235549398,0.441726073944,-13.7264587458,17.6714963732,17.7299448122,0.0,541.966040791,672.210946405,307.339236651,690.541658121,24,-75.0
1.5000000000000009,-0.620520363758,-1.08156693433,0.0,3.38731673363,2.1899368374,0.0,-1.95892445641,-2.67250607771,-15.2504248417,19.9682594914,14.1815394254,0.0,572.190766284,680.418253559,279.318081875,713.502909764,25,-75.0
1.5000000000000009,-0.624092670877,-0.433306492668,0.0,0.445839198886,1.19922287303,0.0,-0.483659876137,-1.88717804873,-13.386320239,21.4380525389,16.4831628276,0.0,392.114808447,697.098406988,186.603486582,731.954031419,26,-75.0
1.5000000000000009,-0.408925001883,0.958229181147,0.0,5.49263356789,2.29518111725,0.0,-1.87829662147,2.11400323339,-15.9550598237,22.5186007553,13.6850953525,0.0,550.610757926,687.742511317,198.65938588,743.221094918,27,-75.0
1.560000000000001,0.23626875088,0.966278369797,0.0,0.254362783827,2.20549336102,0.0,-1.57055787677,0.431105873089,-16.8368088167,23.19589654,14.0603201163,0.0,549.049845073,704.119806734,173.859509439,756.785760235,28,-78.0
1.4400000000000008,-0.394904439545,0.72161926697,0.0,0.63864089376,2.68826083833,0.0,-2.59998665997,0.827378356416,-17.5153346931,23.4673491675,12.6006491972,0.0,561.345791483,697.340229937,156.815646888,768.042173331,29,-72.0
1.4400000000000008,0.593301385056,2.16991051252,0.0,6.00538727511,2.00689069653,0.0,0.38213186558,3.29151022231,-15.4514046711,23.6209022593,13.4240117943,0.0,531.725353181,697.288717026,133.0197854,754.243321883,30,-72.0
1.4400000000000008,0.693660482462,-0.336402077681,0.0,2.08316879578,5.95538843974,0.0,3.88439515671,1.54040909718,-13.421200293,24.8527606569,3.23448420268,0.0,769.680521318,663.127477242,200.003641365,807.971336891,31,-72.0
1.560000000000001,1.09331458198,-0.109954309188,0.0,2.28118405257,5.92354673654,0.0,0.967082501725,0.38340450136,-15.4965154598,24.1970290158,1.83858132846,0.0,808.276917722,654.394388818,199.803642954,816.041524842,32,-78.0
1.680000000000001,1.28403718177,2.57911916389,0.0,6.27630905495,0.616806448541,0.0,2.89247119073,2.04578203879,-15.3480593951,24.1372106346,8.88674464233,0.0,607.206859027,658.51449693,107.258615119,788.428919478,33,-84.0
1.680000000000001,-0.639777904899,0.96030465182,0.0,3.53048310119,4.6119257734,0.0,-2.0368841708,-1.21667648654,-13.794143047,25.0235907192,-0.196420896456,0.0,799.333337746,649.766860004,152.67955941,808.396388055,34,-84.0
1.8000000000000012,-1.24093163234,-0.0165626884037,0.0,2.38257371405,0.288137896453,0.0,1.62411479247,2.44117230486,-14.3351983402,25.8789722878,-9.74007354963,0.0,815.46639781,598.521589032,134.189058628,831.883751299,35,-90.0
1.9800000000000013,-4.4456731265,1.60455764777,0.0,2.34157052216,4.88580928639,0.0,-1.73503092466,2.49520151707,-15.3914311968,25.8462120448,-1.02684847506,0.0,739.816981621,586.143310329,106.691497749,821.863626341,36,-99.0
1.740000000000001,-1.43636598812,0.68484318835,0.0,4.11992825073,6.28236523663,0.0,0.318200083241,1.72786828962,-13.4665882824,25.9322633505,-15.7047147259,0.0,822.510615531,591.808329431,130.453834672,823.74946219,37,-87.0
2.0400000000000014,-1.70744430979,5.85225400309,0.0,5.04352893117,2.11247985446,0.0,-1.17967895651,4.92080820904,-13.9163431745,18.6191117242,16.2369357382,0.0,515.853691789,656.592089752,107.338764501,753.24075567,38,-102.0
1.560000000000001,1.83667326339,-1.35492955446,0.0,2.64292456877,4.97130721335,0.0,5.94085582135,-0.127006679483,-15.4550887732,26.1373413318,-20.5561640102,0.0,853.727107723,451.109158899,116.409031514,836.035276961,39,-78.0
1.680000000000001,-0.879588339685,3.76123768611,0.0,2.43798525266,4.4930275122,0.0,-0.479593344906,2.94533073127,-13.9106677624,24.3152931569,-4.05381140603,0.0,756.470881644,557.331153156,95.4356028032,799.674383178,40,-84.0
1.9800000000000013,-1.42419441879,-0.35859576602,0.0,5.9227927713,0.295092700324,0.0,-1.42825850698,1.05817079573,-14.2924595209,24.4943591434,-17.9450193706,0.0,862.979425087,400.14599505,113.266167886,838.808872687,41,-99.0
1.5000000000000009,-0.293962034665,-1.75990531992,0.0,6.22646748136,0.97036863949,0.0,-0.51005797138,-3.51733242354,-15.1714315572,25.0139019292,-21.5118061151,0.0,857.030642691,358.370701585,99.5894871223,835.128092837,42,-75.0
1.4400000000000008,-0.429967415881,0.406898261789,0.0,2.76185575262,3.5754106144,0.0,0.550041030172,-0.302201755802,-13.3639290312,21.1567590907,-12.81700646,0.0,852.421896021,424.231361413,111.237377524,826.970369466,43,-72.0
1.560000000000001,-0.345220457853,1.4941082999,0.0,0.143645921974,1.55396851564,0.0,0.500085745447,1.98617534249,-16.4672811178,24.5460355731,-21.4673582053,0.0,861.020249609,342.512031577,111.130383009,832.931810594,44,-78.0
1.620000000000001,0.957957615429,-6.79350006027,0.0,3.59761530823,0.0417532684602,0.0,-1.73518133426,-7.37591602906,-15.124345497,25.0783996529,-22.4656803424,0.0,836.271896684,455.017532967,116.39071506,798.151169492,45,-81.0
1.560000000000001,-0.142498620024,-1.34647198794,0.0,2.10516124223,5.10544282909,0.0,0.900439009056,-0.566490806532,-15.6502525922,23.9828400247,-19.1712203749,0.0,863.248670699,477.116588563,145.875913457,806.28590437,46,-78.0
1.9200000000000013,-1.19639828066,-2.78278814754,0.0,2.13140090067,5.18966093447,0.0,-1.78424889476,-1.27629194132,-13.4672421005,20.4856484576,-10.2094076698,0.0,848.543857257,561.372124402,152.926323219,788.674675942,47,-96.0
3.3000000000000025,-2.22949281574,24.1744530843,0.0,1.09417393678,3.62599319555,0.0,-1.38743093153,13.9167295955,-12.1747640877,-25.1138132108,28.8386142314,0.0,0.528743688904,900.188384546,835.809420664,19.1396295214,48,-165.0
1.8600000000000012,1.09385791124,-10.7449717154,0.0,2.04945489602,0.483953129012,0.0,5.05104313498,-9.39946536807,-11.3560839732,22.6228851088,-0.542490227869,0.0,847.784620314,694.190481743,156.96521797,771.008469828,49,-93.0
1.740000000000001,-1.10394902082,5.68692551215,0.0,3.06301832357,4.05469495419,0.0,-1.31045496658,5.33715977342,-14.6512759722,7.89591465551,18.1517352585,0.0,598.197958893,882.372788259,244.39867501,661.119751509,50,-87.0
2.1000000000000014,-1.19824780051,-3.62443991334,0.0,5.30755629865,0.559219334597,0.0,-0.118003762151,0.185375786048,-16.5030206219,4.8983142923,4.24594681973,0.0,840.891791017,537.045146016,163.94383843,758.301238927,51,-105.0
5.0399999999999805,-3.61975897273,44.7247345628,13.6400195114,3.24408028636,3.49089903961,0.0,-1.42170924452,21.7463859282,0.48624324935,-28.8122880303,28.8248159384,0.0,-0.311805904921,899.737751443,899.26697989,-0.537051123064,52,-252.0
2.760000000000002,-1.69886260602,2.61204678474,0.0,3.07315498031,4.09090884227,0.0,-0.178243607654,9.02914196316,-13.4259324849,3.37617120289,6.99738503247,0.0,847.133170436,658.130684305,214.636127235,765.941083907,53,-138.0
5.0399999999999805,-3.99632934679,22.3907976935,4.29458963967,3.46697669023,3.57423279998,0.0,-1.4804434138,21.6434097382,-5.23270435196,-28.8320628345,28.836728005,0.0,-0.715072124623,900.102595454,899.975508346,0.875329262626,54,-252.0
2.3400000000000016,-0.332232041174,-4.43233674645,0.0,5.10241724701,5.39751240178,0.0,3.9053808917,-2.33506385174,-13.9363319653,23.6496726917,-14.5854680734,0.0,860.891153664,637.46128973,194.175647268,788.936013776,55,-117.0
2.4000000000000017,-1.0545539938,-12.4267255417,0.0,1.75735351385,2.36386844494,0.0,-2.32630084557,-8.71519182691,-15.7138277994,24.1073287926,9.48288303521,0.0,855.362933983,884.856864416,323.36452895,847.758179769,56,-120.0
2.1000000000000014,-1.64542183223,-10.7701794021,0.0,4.58362020541,5.29460191827,0.0,1.98957968193,-9.05242343904,-16.2949506205,24.6908229797,9.176909491,0.0,846.266440827,887.843596921,357.430931151,862.817584472,57,-105.0
2.4600000000000017,-0.659125356163,-10.9207524699,0.0,4.91550866527,1.2762201229,0.0,0.422586521184,-6.65913040274,-13.6874034841,25.2279428822,8.51748985284,0.0,852.573346101,897.947739697,406.232663173,880.673400033,58,-123.0
1.4400000000000008,-1.1097539212,-0.678690887051,0.0,1.65694655368,3.35037605648,0.0,-0.536323991922,3.46363066837,-15.7799443552,14.6796618096,8.62005628132,0.0,876.468353035,773.276436795,201.257619105,843.437658163,59,-72.0
5.0399999999999805,-4.36509432714,1.27421419464,11.3598588099,3.70266936382,3.46606576971,0.0,-1.67273951342,15.4519184391,-3.43557398876,-28.8308900481,28.8484177144,0.0,-0.516268333052,900.415294537,899.898056114,-0.366914449812,60,-252.0
3.840000000000003,-1.40491920326,-27.0768890471,0.0,5.88560005533,2.40018072,0.0,-0.519212640902,-8.81747226628,-12.6093263272,20.0454747967,8.02447435838,0.0,897.132188386,900.584280139,661.705543662,899.17838406,61,-192.0
3.720000000000003,-3.03232403141,-30.2369745103,0.0,2.01564877604,1.71740126883,0.0,-2.33025698825,-10.6379500214,-13.4723215399,6.44895381277,8.6038804208,0.0,890.824122986,899.661442676,865.169581605,897.832263093,62,-186.0
5.0399999999999805,-0.65952146242,-58.9421746929,0.0,2.40491233748,6.12682052551,0.0,12.9641025155,-9.43012810248,-11.0003822689,0.515625825149,3.45992231592,0.0,900.267740245,900.728654675,875.784823789,900.578759638,63,-252.0
4.379999999999995,-2.84078075819,-53.2182763293,0.0,6.1640839249,4.80743842014,0.0,2.4460793853,-22.2618970333,-10.8114295081,28.6386090174,4.07844835969,0.0,899.943454722,899.813509291,-0.0249017792987,899.672955377,64,-219.0
3.2400000000000024,-1.38976943798,-27.1237130268,0.0,1.1008500767,2.11348906916,0.0,-0.592382372539,-11.3009188998,-13.5589175629,26.8324132814,8.49483137072,0.0,899.80305919,900.367215168,0.410026076631,899.587059335,65,-162.0
1.9200000000000013,-1.39226297371,-4.68285195163,0.0,5.92172268885,2.33551678195,0.0,-0.282841033401,-4.67106829228,-13.8211489039,-10.4622232347,20.0825451924,0.0,899.922330598,899.93342342,0.920834592137,899.796866717,66,-96.0
1.3800000000000008,-7.57291733222,-0.184510878905,0.0,5.63792331953,1.07585267158,0.0,-6.00907820142,1.20709334453,-16.622284286,-25.9929049572,28.8181178124,0.0,14.3897378286,900.173757037,891.452146898,131.451678078,67,-69.0
1.1400000000000006,-1.13588776725,-1.09093604884,0.0,4.1627344007,4.21042478804,0.0,-1.58765811612,-2.76399133548,-17.2833565641,-22.5693982297,22.2687894313,0.0,370.333706864,612.73063543,720.136188677,430.941120307,68,-57.0
1.8000000000000012,-1.62782108665,7.1764215583,0.0,3.6162417596,4.650024428,0.0,-1.06433320949,11.1184149682,-14.6119097376,-28.5900148624,28.0814535963,0.0,2.09852609434,898.813904966,898.755710499,112.277695968,69,-90.0
1.8000000000000012,-2.02516208749,-0.202252487513,0.0,1.01595428747,5.6937509361,0.0,-0.444228640113,0.0874756339126,-11.8899892109,-10.7041766725,19.1425057581,0.0,900.257112457,878.491842685,1.02638569584,899.805986907,70,-90.0
1.680000000000001,-1.71192428249,0.306592110468,0.0,1.48499163018,2.63441688975,0.0,-0.52200646892,-0.614671906236,-16.1012452643,-7.79042600326,19.1702620979,0.0,900.108795843,878.413014517,0.576673172749,900.022630892,71,-84.0
1.560000000000001,-1.86836629373,3.27078286484,0.0,2.53439248012,2.93009806463,0.0,-2.4721080273,4.01287413531,-15.1536269646,-27.4583443717,24.5265306945,0.0,0.100384113161,770.671473051,900.417198924,14.3613979775,72,-78.0
1.740000000000001,-1.99096425398,0.0304605119087,0.0,3.26815057955,0.672567007831,0.0,-0.725191558756,-0.631597577676,-16.096978657,-27.5776515161,21.9937239442,0.0,0.137911461318,508.406891401,899.314245075,55.6623006816,73,-87.0
1.620000000000001,-1.63769267673,1.95407927559,0.0,2.75039058561,2.52815421213,0.0,0.521617126972,0.472006048611,-15.4692449841,-0.358731862682,18.1919298422,0.0,878.538615205,875.805248612,154.792469137,896.100730981,74,-81.0
1.3800000000000008,-2.22792153534,2.60336502544,0.0,4.88888503978,1.57742670526,0.0,-1.81210710113,5.51964721406,-17.4468677595,-24.2989630182,20.4439896481,0.0,-0.202438015384,224.236503292,899.877060004,26.1104803386,75,-69.0
1.740000000000001,-1.71333468197,0.168261471364,0.0,3.70651563712,1.43599003138,0.0,-0.641262589779,-0.720825709254,-15.4436846567,-27.2208518841,19.6567253983,0.0,0.30138302356,350.840962026,899.680460236,77.5107548686,76,-87.0
1.740000000000001,-1.73961438919,-0.052308878897,0.0,0.443740689857,0.393082904254,0.0,0.656443271497,-0.898370878197,-15.3253068338,-9.55929825961,16.8868059633,0.0,899.844660233,899.874882415,0.569151961816,899.772685916,77,-87.0
1.740000000000001,-1.53624559583,-0.0493850801166,0.0,0.863804714498,6.02832184073,0.0,0.740279488866,-1.32389649676,-15.0414247854,-9.64048487708,14.3496407305,0.0,899.880938126,862.994718488,0.305884005945,900.344700659,78,-87.0
1.740000000000001,-1.45575943139,0.437094517031,0.0,6.28139162427,2.77208666162,0.0,0.775394544541,1.48767224351,-15.5351577824,-27.3583992247,13.3068573789,0.0,-0.034871696275,22.7437071863,899.434823044,14.6751237463,79,-87.0
1.740000000000001,-1.70611095282,0.129831188033,0.0,3.40313864381,5.31520843956,0.0,-0.58850109004,0.559307836584,-14.456381951,-27.8121731303,12.8952351284,0.0,0.140016380817,58.9594909674,899.103114479,14.2379670617,80,-87.0
1.740000000000001,-1.71684397786,0.248332062516,0.0,3.65714606912,0.801789569642,0.0,-0.195075850968,0.75178835836,-14.2294392511,-28.0442743587,14.3702662445,0.0,-0.00322468563289,103.73277939,900.787914105,27.0684817501,81,-87.0
1.740000000000001,-1.61880531238,0.116207672626,0.0,3.90555339345,1.06173978263,0.0,-0.10906632504,-0.546135122727,-14.3044345438,-27.5042020764,13.2870396923,0.0,0.58550695098,229.51148304,899.347632899,213.200783505,82,-87.0
1.740000000000001,-1.31875641428,0.302633216847,0.0,3.76925924331,6.26408956761,0.0,1.43383837607,0.527850934214,-15.2508166791,-27.6808329405,12.4932974811,0.0,0.98845076933,181.439888646,899.746382716,205.057235921,83,-87.0
1.680000000000001,-1.80501195441,0.0640838188634,0.0,2.35744222738,3.88489278336,0.0,-0.573098532194,0.483608973303,-14.8202344682,-27.4308354355,11.5795051581,0.0,-0.00734244483132,54.0797105201,899.4395964,16.2005125748,84,-84.0
1.740000000000001,-1.59301705636,0.342133439703,0.0,5.19456804256,6.04422117381,0.0,0.561739219449,0.825366877363,-15.9483378155,-20.5565169674,13.9289381225,0.0,88.0784336913,497.596150508,861.432664457,793.232392135,85,-87.0
1.740000000000001,-1.77128939152,0.242326021327,0.0,0.807344258191,5.24016003233,0.0,0.0823196039483,0.997849830298,-14.4475167763,-28.2729873519,9.70211069915,0.0,-0.303983980773,7.15018418286,900.007834223,3.05122982573,86,-87.0
1.680000000000001,-1.30352688054,-0.297897397653,0.0,2.581166566,2.99793068241,0.0,-0.761499925328,-1.07275543969,-15.4752022056,-28.1556283639,9.64509811488,0.0,-0.216801436954,10.5216507451,900.110560974,6.80114235591,87,-84.0
1.740000000000001,-0.89352875969,0.17182393927,0.0,5.74634745386,3.16945052642,0.0,-0.562036763669,-0.0281799094812,-13.4375674666,-28.5941253044,7.19754760624,0.0,-0.200920979539,2.43593925389,900.38629244,1.91260130892,88,-87.0
1.8000000000000012,2.47114026119,1.13517595119,0.0,4.33006652921,2.87174413573,0.0,1.19870617099,2.15774004542,-13.3165687757,-28.7887107542,5.10313383463,0.0,-0.0832133442102,2.74759879491,898.932733763,2.42045101103,89,-90.0
1.5000000000000009,4.3078115692,0.0534720120281,0.0,4.78844167826,5.81338457389,0.0,5.83724003573,0.0741528798842,-14.2863705811,-28.8045221284,5.66278577925,0.0,0.255110881087,1.96021121954,899.761017416,2.50970479335,90,-75.0
1.680000000000001,4.43668890927,0.924259070356,0.0,2.36736787588,5.63502351681,0.0,5.85725014065,1.62202939953,-13.625017262,-27.7218101527,4.04064620924,0.0,0.0813783778364,54.353280494,899.8209609,322.575232042,91,-84.0
1.560000000000001,-0.577196277419,0.343417054269,0.0,2.64412330103,4.84603155362,0.0,0.787724465354,0.668756706163,-14.6686656841,-28.6007770383,4.71852196708,0.0,0.0129512988835,15.7842583588,899.277073455,25.6873202842,92,-78.0
1.5000000000000009,0.202084310799,0.137214343578,0.0,3.30092173918,1.92183930805,0.0,0.138766154688,0.839760355181,-14.0763247785,-28.6017639697,6.3495832758,0.0,0.419709108477,30.8440396672,900.430329444,58.0700200727,93,-75.0
1.2600000000000007,-1.88811015473,0.675292187391,0.0,2.14075993834,4.25647020932,0.0,-2.10170507383,2.1227294923,-14.5320405023,-28.4821738728,4.39328900388,0.0,-0.549577148563,4.81345465008,900.234961566,5.48670743144,94,-63.0
1.8600000000000012,2.17563668592,-0.190531786477,0.0,0.706358089858,0.532811259864,0.0,3.5988455324,0.363993476064,-14.2388031346,-28.005331757,3.96097723039,0.0,-0.566439415168,0.814139024099,900.079055264,0.393063893515,95,-93.0
1.680000000000001,2.56051912136,-0.254126471585,0.0,0.30345459988,4.5073287212,0.0,3.15309465206,-0.552660373794,-13.9949364751,-28.8148007681,5.27121270349,0.0,-0.370116360887,4.07415133023,900.453761377,3.60416213363,96,-84.0
1.620000000000001,-1.57941879236,-0.81064465162,0.0,1.71490390201,0.131917384727,0.0,0.899868696893,-1.7708757436,-14.7205756971,-28.6089849085,3.95282398508,0.0,-0.80414458696,50.9335055681,900.161834208,35.9321660464,97,-81.0
1.680000000000001,3.07703444606,-0.114501348873,0.0,5.10572656007,4.65972392989,0.0,4.16167135571,-0.304808024155,-13.6250845798,-28.8076103459,5.16781737691,0.0,0.390452995104,2.41078337643,899.704394085,1.11773135735,98,-84.0
1.740000000000001,2.68452878754,-0.248445933734,0.0,1.33886086242,2.15914601083,0.0,1.38845531266,-0.499579614833,-13.8652415878,-28.8272095676,5.08788246511,0.0,0.146513050436,3.18760016897,900.056313784,2.45667182961,99,-87.0
1.5000000000000009,3.92529383639,-0.314447998637,0.0,2.59053232151,1.80023133261,0.0,2.90718008559,-0.525938006351,-15.0180928181,-28.7901282965,5.19502098151,0.0,0.175571501465,8.99514089575,899.109115165,15.3517197702,100,-75.0
1.740000000000001,2.37144392193,0.00446812002646,0.0,5.97839380518,5.3829012723,0.0,3.94890578443,0.26058694155,-13.7194718186,-28.8367014071,4.91003309881,0.0,0.236225802988,8.21492008845,900.088993599,3.38586323486,101,-87.0
1.9800000000000013,1.54556568553,0.509418052409,0.0,1.66446255322,0.574893666456,0.0,3.3403529529,0.903645878901,-14.786739254,-28.7974632898,5.87312679949,0.0,0.753793113609,58.766593039,899.862196024,41.4352488043,102,-99.0
1.620000000000001,-4.44504424139,2.65309344401,0.0,1.71310284262,2.44203032604,0.0,-3.83015216646,1.74203416856,-16.0875647113,-28.8038550987,5.66577296112,0.0,-0.00191086030691,7.37101572509,899.981472638,3.25227498608,103,-81.0
1.740000000000001,-3.05027188132,0.153310326601,0.0,1.06738567614,4.99390304552,0.0,-0.283358845882,-0.699532926594,-14.375150035,-28.8140146199,4.62031679832,0.0,-0.378771282436,7.06835800323,899.264406275,0.630272894952,104,-87.0
1.5000000000000009,1.16366954344,1.96068080604,0.0,4.02653129713,0.021370839244,0.0,2.79320431594,1.65807009903,-14.0951008482,-28.8286868546,5.18678975766,0.0,0.0166999811242,7.31273070547,899.85811147,0.19349287517,105,-75.0
1.560000000000001,1.43232034961,-0.611530338463,0.0,3.51017751042,1.46705535669,0.0,1.01982547725,-0.638804539572,-13.9528953058,-28.827922596,5.38878136302,0.0,0.0213535587796,7.66459447285,899.789496436,2.05377255269,106,-78.0
1.2600000000000007,0.994667677835,0.151486482758,0.0,4.77030049875,1.03300606651,0.0,2.21908843957,0.0178513306174,-15.4957369924,-28.8337893279,7.04028498514,0.0,-0.346939911176,3.10941586416,899.812972583,0.494785348184,107,-63.0
1.5000000000000009,1.31057794226,0.892139565217,0.0,4.42724553287,1.02051291859,0.0,1.77018433311,1.88224143248,-14.498829746,-28.8338515952,6.81080314711,0.0,0.485871243776,11.6366594213,900.140886204,0.332566582889,108,-75.0
1.560000000000001,1.33424396201,0.256812956914,0.0,3.03914760703,4.18107420938,0.0,2.05300712351,0.109143981656,-14.6670432099,-28.835083439,7.81967403069,0.0,0.0992911313757,57.0974620854,900.037230818,11.9981025732,109,-78.0
1.9200000000000013,1.73284669266,1.23827039792,0.0,0.717984355815,1.89151537434,0.0,0.305419797203,2.53591648954,-11.2004210067,-28.8278982004,6.32246681314,0.0,-0.146026813495,14.855151859,899.626403792,0.783771826929,110,-96.0
1.740000000000001,-0.586399256214,-4.10495448086,0.0,3.38674797379,3.79895370942,0.0,0.322555527116,-3.53599665369,-13.1160038526,-28.7870805256,11.0042741361,0.0,0.0565359052167,184.412204022,900.023858815,65.7765964909,111,-87.0
1.9800000000000013,-0.414002637206,9.57963652009,0.0,4.43444023446,4.92861463491,0.0,2.08489126071,10.5527184978,-14.9070674014,-28.8374384481,17.1995377693,0.0,0.165860672797,533.544884668,900.064013978,0.579414934101,112,-99.0
1.5000000000000009,-0.953813774891,3.53604092374,0.0,1.42088146297,4.92114930153,0.0,-1.10813727405,1.10107131656,-19.2223521416,-28.8513595766,16.2606383284,0.0,-0.448069946206,249.278526173,900.407276015,0.388116029851,113,-75.0
1.4400000000000008,-0.887217554738,2.94192691235,0.0,3.38004580561,1.15105082275,0.0,-1.12173967453,-0.355216121947,-18.8690726832,-28.8415751024,22.5569525974,0.0,-1.75800355974,755.25700043,900.317637489,0.679824149302,114,-72.0
